#separator:Tab
#html:true
#columns:word	sentence	translation	additional translations	wiktionary link	attributions
有人	<b>有人</b>打汤姆了吗？	Did somebody hit Tom?		https://en.m.wiktionary.org/wiki/有人#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3364629 (CK) & #5576816 (verdastelo9604)
狗	我有很多<b>狗</b>。	I have a lot of cats.		https://en.m.wiktionary.org/wiki/狗#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5851509 (CK) & #6120798 (verdastelo9604)
錢	你沒有<b>錢</b>嗎？	Don't you have any money?		https://en.m.wiktionary.org/wiki/錢#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #409018 (CK) & #834369 (Martha)
一些	他要了<b>一些</b>錢。	He asked for some money.		https://en.m.wiktionary.org/wiki/一些#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #295461 (CK) & #832973 (Martha)
告訴	湯姆<b>告訴</b>我他不想跟我們走。	Tom told me that he didn't want to go with us.		https://en.m.wiktionary.org/wiki/告訴#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4663153 (CK) & #6216632 (verdastelo9604)
问题	汤姆是告诉我们这个<b>问题</b>的人。	Tom is the one that told us about the problem.		https://en.m.wiktionary.org/wiki/問題#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6341577 (CK) & #9961271 (GlossaMatik)
時候	我得知道我們要什麼<b>時候</b>到。	I need to find out when we need to be there.		https://en.m.wiktionary.org/wiki/時候#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2387601 (CK) & #5869912 (verdastelo9604)
應該	你昨天<b>應該</b>來看我的。	You ought to have come to see me yesterday.		https://en.m.wiktionary.org/wiki/應該#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #16112 (Swift) & #775734 (Martha)
所有	汤姆不能告诉玛丽他知道的<b>所有</b>事。	Tom couldn't tell Mary everything he knew.		https://en.m.wiktionary.org/wiki/所有#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1029395 (CK) & #5819725 (verdastelo9604)
着	现在是时候等<b>着</b>了。	It's time to wait now.		https://en.m.wiktionary.org/wiki/著#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7126308 (CM) & #9959102 (GlossaMatik)
但	汤姆想要孩子，<b>但</b>玛丽不想。	Tom wants children, but Mary doesn't.		https://en.m.wiktionary.org/wiki/但#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2539336 (CK) & #5931755 (verdastelo9604)
房子	这是我住的<b>房子</b>。	This is the house where I live.		https://en.m.wiktionary.org/wiki/房子#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #56203 (CK) & #2032302 (ydcok)
里	汤姆知道谁在他房子<b>里</b>。	Tom knew who was inside his house.		https://en.m.wiktionary.org/wiki/裏#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5516995 (CK) & #9970713 (GlossaMatik)
聽	沒有人會<b>聽</b>我說。	Nobody would listen to me.		https://en.m.wiktionary.org/wiki/聽#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #276688 (CK) & #842248 (Martha)
最	Tom <b>最</b>喜欢我。	Tom likes me the most.		https://en.m.wiktionary.org/wiki/最#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4872229 (zvzuibqx) & #4789468 (Hellomarc)
不会	如果我是你，我<b>不会</b>想去知道Tom现在正在做什么。	If I were you, I'd want to know what Tom is doing right now.		https://en.m.wiktionary.org/wiki/不會#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2042754 (CK) & #4845059 (pig8322)
已经	你<b>已经</b>知道了，不是吗？	You knew about this already, didn't you?		https://en.m.wiktionary.org/wiki/已經#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2640814 (CK) & #10228204 (slo_oth)
這是	<b>這是</b>他住的房子。	This is the house where he lived.	This is the house where he lives.	https://en.m.wiktionary.org/wiki/這是#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #394316 (CK) & #895705 (Martha)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #394315 (CK) & #895705 (Martha)
我要	今天<b>我要</b>去看他。	I am going to see him today.		https://en.m.wiktionary.org/wiki/我要#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #242957 (CK) & #779072 (Martha)
还	你<b>还</b>喜欢我吗？	Do you still like me?		https://en.m.wiktionary.org/wiki/還#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #9337501 (CK) & #9690016 (iMaple)
哪裡	你知道湯姆在<b>哪裡</b>等我們嗎？	Do you know where Tom is waiting for us?		https://en.m.wiktionary.org/wiki/哪裡#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3168460 (CK) & #5650471 (verdastelo9604)
從	我不知道他<b>從</b>哪裡來。	I don't know where he comes from.		https://en.m.wiktionary.org/wiki/從#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #283220 (CK) & #875374 (Martha)
問題	你告訴湯姆你的<b>問題</b>了嗎？	Did you tell Tom about your problems?		https://en.m.wiktionary.org/wiki/問題#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3821354 (CK) & #6197308 (verdastelo9604)
怎么	汤姆不想玛丽知道他不知道<b>怎么</b>做。	Tom didn't want Mary to know he didn't know how to do that.	Tom didn't want Mary to know that he didn't know how to do that.	https://en.m.wiktionary.org/wiki/怎麼#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7503407 (CK) & #8589275 (easononizuka)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #6253232 (CK) & #8589275 (easononizuka)
大	你觉得汤姆有多<b>大</b>？	How old do you think Tom is?		https://en.m.wiktionary.org/wiki/大#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1141254 (CK) & #1450452 (asosan)
最好	我觉得什么都不说是<b>最好</b>的。	I found it best to say nothing about the matter.		https://en.m.wiktionary.org/wiki/最好#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #50457 (CK) & #8800801 (crescat)
呢	这是你的狗。我的<b>呢</b>？	Here is your dog. Where is mine?		https://en.m.wiktionary.org/wiki/呢#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #61769 (CM) & #5845594 (verdastelo9604)
每天	他不是<b>每天</b>都來這。	He doesn't come here every day.	He does not come here every day.	https://en.m.wiktionary.org/wiki/每天#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #303895 (CK) & #1233812 (tsayng)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #303894 (CK) & #1233812 (tsayng)
著	希望你用不<b>著</b>它。	Let's hope you don't need it.		https://en.m.wiktionary.org/wiki/著#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2007413 (CK) & #5585226 (verdastelo9604)
回家	汤姆每天2：30<b>回家</b>。	Tom comes home every day at 2:30.		https://en.m.wiktionary.org/wiki/迴傢#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5486528 (CK) & #5631887 (verdastelo9604)
買	昨天我<b>買</b>了這個。	I bought this yesterday.		https://en.m.wiktionary.org/wiki/買#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #54958 (CK) & #917929 (Martha)
那个	看<b>那个</b>房子。	Look at that house.		https://en.m.wiktionary.org/wiki/那個#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #68533 (CK) & #336236 (fucongcong)
钱	汤姆没有很多<b>钱</b>。	Tom doesn't have a lot of money.		https://en.m.wiktionary.org/wiki/錢#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5848529 (CK) & #6089955 (verdastelo9604)
找	汤姆在<b>找</b>工作。	Tom is looking for a good job.		https://en.m.wiktionary.org/wiki/找#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2642916 (CK) & #4970094 (wzhd)
地	她走來走去<b>地</b>找他。	She walked around looking for him.		https://en.m.wiktionary.org/wiki/地#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #388398 (CK) & #855669 (Martha)
买	汤姆还没对我们说他希望我们<b>买</b>什么呢。	Tom hasn't yet told us what he wants us to buy.		https://en.m.wiktionary.org/wiki/買#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5148879 (CK) & #7767646 (jiangche)
游泳	汤姆没有告诉我他不会<b>游泳</b>。	Tom didn't tell me he didn't know how to swim.		https://en.m.wiktionary.org/wiki/遊泳#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4663168 (CK) & #4972607 (wzhd)
相信	她<b>相信</b>他說的任何事。	She believes whatever he says.		https://en.m.wiktionary.org/wiki/相信#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #312789 (CK) & #3158525 (cienias)
東西	我不知道你在看<b>東西</b>。	I didn't know that you were watching something.		https://en.m.wiktionary.org/wiki/東西#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #10626047 (sundown) & #8727938 (shou)
必須	我們<b>必須</b>一起去。	We had to go there together.		https://en.m.wiktionary.org/wiki/必須#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5780481 (CK) & #5780504 (verdastelo9604)
认为	我<b>认为</b>我们不应该跟汤姆一起走。	I don't think that we should go with Tom.		https://en.m.wiktionary.org/wiki/認為#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3619234 (CK) & #5663481 (verdastelo9604)
你们	<b>你们</b>为什么想今天走？	Why do you want to leave today?		https://en.m.wiktionary.org/wiki/你們#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2333 (CK) & #389826 (fucongcong)
英語	你在聽<b>英語</b>嗎？	Are you listening to English?		https://en.m.wiktionary.org/wiki/英語#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #69642 (CK) & #811593 (Martha)
認為	我<b>認為</b>我們要一起做。	I thought we were going to do this together.	I thought that we were going to do this together.	https://en.m.wiktionary.org/wiki/認為#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2538122 (CK) & #6111880 (verdastelo9604)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #7173472 (CK) & #6111880 (verdastelo9604)
早上	今天<b>早上</b>你為什麼來這裡?	Why did you come here this morning?		https://en.m.wiktionary.org/wiki/早上#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #69873 (CK) & #900199 (Martha)
該	湯姆沒有在做他<b>該</b>做的事。	Tom isn't doing what he's supposed to be doing.		https://en.m.wiktionary.org/wiki/該#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6237143 (CK) & #6624653 (verdastelo9604)
前	我認為你該在今天回家<b>前</b>做。	I think you should do that before you go home today.		https://en.m.wiktionary.org/wiki/前#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6064187 (CK) & #6075707 (verdastelo9604)
甚麼	你為<b>甚麼</b>認為湯姆不喜歡它？	Why do you think Tom doesn't like it?		https://en.m.wiktionary.org/wiki/甚麼#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3123523 (CK) & #6923184 (verdastelo9604)
我會	<b>我會</b>跟你一起回家。	I'll go back home with you.		https://en.m.wiktionary.org/wiki/我會#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1388125 (CK) & #6150013 (verdastelo9604)
就是	那<b>就是</b>我告诉汤姆的。	That's exactly what I've been telling Tom.		https://en.m.wiktionary.org/wiki/就是#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3204298 (CK) & #5900387 (verdastelo9604)
誰	你在找<b>誰</b>，湯姆？	Who are you looking for, Tom?		https://en.m.wiktionary.org/wiki/誰#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4308863 (monahxo) & #4308997 (wzhd)
我会	<b>我会</b>让汤姆告诉你。	I'll let Tom tell you.		https://en.m.wiktionary.org/wiki/我會#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2547264 (CK) & #4972569 (wzhd)
该	我不知道汤姆会告诉我们<b>该</b>怎么做。	I didn't know Tom was going to tell us what to do.		https://en.m.wiktionary.org/wiki/該#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6338255 (CK) & #8746380 (cxpadonis)
話	我就想跟湯姆說<b>話</b>。	All I really want to do is talk to Tom.		https://en.m.wiktionary.org/wiki/話#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2026338 (CK) & #6077461 (verdastelo9604)
时间	汤姆应该有很多<b>时间</b>。	Tom should have plenty of time.		https://en.m.wiktionary.org/wiki/時間#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1092927 (CK) & #5845638 (verdastelo9604)
必须	你们<b>必须</b>回家。	You have to go home.		https://en.m.wiktionary.org/wiki/必須#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1895736 (CK) & #9961677 (GlossaMatik)
开始	有什么要<b>开始</b>了。	Something is starting to happen.		https://en.m.wiktionary.org/wiki/開始#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6437989 (CK) & #8863056 (crescat)
一	我<b>一</b>开始不知道汤姆是谁。	I didn't know who Tom was at first.		https://en.m.wiktionary.org/wiki/一#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2314964 (CK) & #5663582 (verdastelo9604)
从	<b>从</b>什么时候开始您就这里工作着的呢？	When did you start working here?	How long have you been working here?	https://en.m.wiktionary.org/wiki/從#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3636345 (CK) & #5096808 (mirrorvan)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #61870 (CK) & #5096808 (mirrorvan)
書	你正在找的<b>書</b>在這裡。	Here is the book you are looking for.		https://en.m.wiktionary.org/wiki/書#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #61768 (CK) & #779060 (Martha)
父親	你知道你<b>父親</b>去哪裡了嗎？	Do you know where your father went?		https://en.m.wiktionary.org/wiki/父親#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #70969 (CK) & #883475 (Martha)
像	他<b>像</b>他父親。	He is like his father.		https://en.m.wiktionary.org/wiki/像#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1647549 (CM) & #5830176 (verdastelo9604)
看到	汤姆说了他什么也没<b>看到</b>。	Tom said he didn't see anything.		https://en.m.wiktionary.org/wiki/看到#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4204309 (CK) & #6799688 (basilhan)
見	我希望他能來！我想<b>見</b>他。	I hope he'll be able to come! I'd like to see him.		https://en.m.wiktionary.org/wiki/見#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2471 (Eldad) & #874740 (Martha)
新	汤姆说他不喜欢他的<b>新</b>工作。	Tom said he didn't like his new job.	Tom said that he didn't like his new job.	https://en.m.wiktionary.org/wiki/新#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6529121 (CK) & #9922156 (SbrAkr)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #6654716 (CK) & #9922156 (SbrAkr)
为	这是我能<b>为</b>您做的。	This is what I can do for you.		https://en.m.wiktionary.org/wiki/為#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #321335 (CK) & #784558 (fucongcong)
昨晚	你<b>昨晚</b>在工作吗？	Were you working last night?		https://en.m.wiktionary.org/wiki/昨晚#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4014181 (CK) & #8947254 (crescat)
一直	你就是我<b>一直</b>要找的人。	You're the man I've been looking for.		https://en.m.wiktionary.org/wiki/一直#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2712762 (CK) & #796779 (fucongcong)
以前	我<b>以前</b>每天在這裡游泳。	I used to swim here every day.		https://en.m.wiktionary.org/wiki/以前#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #253461 (CK) & #881203 (Martha)
地方	我認為我們應該能去我們想去的<b>地方</b>。	I think we should be able to go wherever we want to.		https://en.m.wiktionary.org/wiki/地方#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1887758 (CK) & #6105307 (verdastelo9604)
名字	我想知道她的<b>名字</b>。	I would like to know her name.		https://en.m.wiktionary.org/wiki/名字#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #309801 (CK) & #894304 (Martha)
那么	汤姆说他不认为你应该<b>那么</b>做。	Tom said that he didn't think you should do that.		https://en.m.wiktionary.org/wiki/那麼#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6650080 (CK) & #6683049 (basilhan)
怎麼	你<b>怎麼</b>知道那是我最喜歡的？	How did you know that was my favorite one?		https://en.m.wiktionary.org/wiki/怎麼#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5849169 (CK) & #6114423 (verdastelo9604)
的话	如果你不想<b>的话</b>也没问题。	If you don't want to do it, you don't have to.		https://en.m.wiktionary.org/wiki/的話#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2031561 (CK) & #8777619 (crescat)
我能	<b>我能</b>跟我最好的朋友說任何事。	I can talk about anything with my best friend.		https://en.m.wiktionary.org/wiki/我能#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #269788 (CK) & #6059528 (verdastelo9604)
不會	我沒告訴湯姆，就<b>不會</b>告訴你。	I'm not going to tell you until I tell Tom.		https://en.m.wiktionary.org/wiki/不會#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3204414 (CK) & #10040468 (verdastelo9604)
太	我住的房子不是<b>太</b>大。	The house I'm living in isn't very large.		https://en.m.wiktionary.org/wiki/太#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1053958 (Brian255) & #785037 (Martha)
发生	你真的相信那<b>发生</b>了吗？	Do you really believe that's what happened?		https://en.m.wiktionary.org/wiki/發生#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3133065 (CK) & #5574711 (verdastelo9604)
幫	你應該<b>幫</b>他工作的。	You should have helped him with his work.		https://en.m.wiktionary.org/wiki/幫#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #15815 (Zifre) & #775608 (Martha)
那裡	你最好不要再去<b>那裡</b>。	You'd better not go there again.		https://en.m.wiktionary.org/wiki/那裡#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7805446 (CK) & #900725 (Martha)
叫	你說你<b>叫</b>什麼名字？	What did you say your name was?		https://en.m.wiktionary.org/wiki/叫#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #467822 (CK) & #895571 (Martha)
已經	我<b>已經</b>不做了。	I'm not doing that anymore.		https://en.m.wiktionary.org/wiki/已經#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6265962 (CK) & #8571941 (verdastelo9604)
东西	我没时间找你想要的<b>东西</b>。	I haven't had time to look for what you wanted.		https://en.m.wiktionary.org/wiki/東西#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2359846 (CK) & #5650523 (verdastelo9604)
一点	能再告诉我<b>一点</b>吗？	Can you tell us a bit more about that?		https://en.m.wiktionary.org/wiki/一點#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3202683 (CK) & #5576814 (verdastelo9604)
